company name,sector,year,s1,s2,s3,revenue__mil_$,production_volume_mil_units
United Technologies Corp.,Industrial,2019,27105.408,18653.184,6253.632,10164,334761
United Technologies Corp.,Industrial,2021,25750.1376,17160.92928,5815.87776,10168,85196
United Technologies Corp.,Industrial,2022,24977.63347,16474.49211,5292.448762,10187,55126
"Delta Air Lines, Inc.",Industrial,2016,44000,34000,6000,10189,29236
"Delta Air Lines, Inc.",Industrial,2017,39600,32300,5400,10213,30111
"Delta Air Lines, Inc.",Industrial,2018,35640,30362,5238,10221,6787
"Delta Air Lines, Inc.",Industrial,2019,34927.2,27933.04,5133.24,10283,16204
"Delta Air Lines, Inc.",Industrial,2021,33530.112,25419.0664,4876.578,10292,31357
"Delta Air Lines, Inc.",Industrial,2022,31853.6064,24148.11308,4583.98332,10299,14128
"United Parcel Service, Inc.",Industrial,2016,48000,31000,5000,10305,103823
"United Parcel Service, Inc.",Industrial,2017,47040,30380,4600,10333,26370
"United Parcel Service, Inc.",Industrial,2018,46569.6,28253.4,4140,10433,13679
"United Parcel Service, Inc.",Industrial,2019,44241.12,27123.264,4057.2,10454,13736
"United Parcel Service, Inc.",Industrial,2021,42913.8864,24410.9376,3935.484,10456,276088
"United Parcel Service, Inc.",Industrial,2022,39909.91435,23190.39072,3896.12916,10465,9348
FedEx Corporation,Industrial,2016,40000,23000,6000,10579,15034
FedEx Corporation,Industrial,2017,39200,22310,5640,10647,75892
FedEx Corporation,Industrial,2018,38416,20748.3,5527.2,10735,9737
FedEx Corporation,Industrial,2019,35726.88,19295.919,5471.928,10800,11463
FedEx Corporation,Industrial,2021,34297.8048,18138.16386,5417.20872,10850,27743
FedEx Corporation,Industrial,2022,32239.93651,16868.49239,5038.00411,10879,4641
The Boeing Company,Industrial,2016,29338.34223,16025.06777,4534.203699,10918,17708
The Boeing Company,Industrial,2017,37000,36000,4000,10974,21402
The Boeing Company,Industrial,2018,35520,34920,3640,11088,26783
The Boeing Company,Industrial,2019,34454.4,32824.8,3348.8,11094,82243
The Boeing Company,Industrial,2021,33420.768,30527.064,3281.824,11120,20869
The Boeing Company,Industrial,2022,30747.10656,29611.25208,3216.18752,11144,30167
General Electric Company,Industrial,2016,54000,17000,8000,11167,13156
General Electric Company,Industrial,2017,52920,16490,7200,11171,17185
General Electric Company,Industrial,2018,50803.2,15005.9,6984,11251,473078
General Electric Company,Industrial,2019,46230.912,14405.664,6495.12,11296,19024
General Electric Company,Industrial,2021,42070.12992,13397.26752,5845.608,11362,168622
General Electric Company,Industrial,2022,39545.92212,12057.54077,5494.87152,11378,20597
3M Company,Industrial,2016,55000,27000,2000,11389,40809
3M Company,Industrial,2017,51700,25110,1920,11474,18018
3M Company,Industrial,2018,49632,24607.8,1843.2,11486,27234
3M Company,Industrial,2019,44668.8,23131.332,1714.176,11503,17577
3M Company,Industrial,2021,43775.424,22206.07872,1628.4672,11529,76731
3M Company,Industrial,2022,39397.8816,21984.01793,1612.182528,11548,17578
Caterpillar Inc.,Industrial,2016,27000,19000,8000,11555,41888
Caterpillar Inc.,Industrial,2017,24300,17290,7920,11618,31761
Caterpillar Inc.,Industrial,2018,22356,15561,7682.4,11665,15068
Caterpillar Inc.,Industrial,2019,21685.32,15094.17,7298.28,11785,17311
Caterpillar Inc.,Industrial,2021,20384.2008,14188.5198,7079.3316,11809,113996
Caterpillar Inc.,Industrial,2022,18549.62273,13195.32341,6654.571704,11847,8899
Honeywell International Inc.,Industrial,2016,54000,13000,6000,11864,10357
Honeywell International Inc.,Industrial,2017,52380,12740,5640,11937,42397
Honeywell International Inc.,Industrial,2018,51856.2,11593.4,5132.4,11999,23199
Honeywell International Inc.,Industrial,2019,50819.076,10434.06,4978.428,12029,15018
Honeywell International Inc.,Industrial,2021,50310.88524,10225.3788,4530.36948,12044,17564
Honeywell International Inc.,Industrial,2022,48801.55868,9714.10986,4213.243616,12067,79388
Siemens AG,Industrial,2016,40000,35000,7000,12101,17305
Siemens AG,Industrial,2017,37600,34650,6580,12112,1898
Siemens AG,Industrial,2018,35344,31185,5922,12301,15609
Siemens AG,Industrial,2019,33930.24,30561.3,5862.78,12347,74157
Siemens AG,Industrial,2021,30876.5184,28727.622,5804.1522,12443,5270
Siemens AG,Industrial,2022,29950.22285,26716.68846,5746.110678,12506,245610
Microsoft Corporation,Technology ,2016,14000,11000,1000,12574,151828
Microsoft Corporation,Technology ,2017,13300,10230,930,12593,2808
Microsoft Corporation,Technology ,2018,12635,10025.4,911.4,12633,11608
Microsoft Corporation,Technology ,2019,12508.65,9123.114,847.602,12669,10125
Microsoft Corporation,Technology ,2021,12133.3905,8210.8026,762.8418,12673,33876
Microsoft Corporation,Technology ,2022,11769.38879,7553.938392,694.186038,12808,38336
Apple Inc.,Technology ,2016,18000,4000,1000,12856,33231
Apple Inc.,Technology ,2017,17820,3800,900,12900,6084
Apple Inc.,Technology ,2018,16572.6,3724,855,12914,41882
Apple Inc.,Technology ,2019,15909.696,3426.08,846.45,12937,31124
Apple Inc.,Technology ,2021,15432.40512,3391.8192,787.1985,13082,17457
Apple Inc.,Technology ,2022,15278.08107,3086.555472,708.47865,13103,58079
Google LLC (Alphabet Inc.),Technology ,2016,8000,10000,1000,13131,12780
Google LLC (Alphabet Inc.),Technology ,2017,7680,9500,930,13191,65665
Google LLC (Alphabet Inc.),Technology ,2018,7142.4,9215,920.7,13209,64382
Google LLC (Alphabet Inc.),Technology ,2019,6571.008,9122.85,856.251,13210,35439
Google LLC (Alphabet Inc.),Technology ,2021,6176.74752,8393.022,796.31343,13329,8332
Google LLC (Alphabet Inc.),Technology ,2022,5744.375194,7889.44068,756.4977585,13458,2687
"Amazon.com, Inc.","Consumer, Cyclical",2016,53000,41000,6000,13477,21416
"Amazon.com, Inc.","Consumer, Cyclical",2017,51940,39770,5940,13578,5570
"Amazon.com, Inc.","Consumer, Cyclical",2018,46746,36190.7,5464.8,13630,6571
"Amazon.com, Inc.","Consumer, Cyclical",2019,44876.16,34381.165,5136.912,13739,67013
"Amazon.com, Inc.","Consumer, Cyclical",2021,40388.544,34037.35335,4931.43552,13846,38257
"Amazon.com, Inc.","Consumer, Cyclical",2022,37561.34592,33696.97982,4438.291968,13871,9896
IBM (International Business Machines Corporation),Technology ,2016,9000,12000,3000,13888,171473
IBM (International Business Machines Corporation),Technology ,2017,8910,11640,2760,13989,26616
IBM (International Business Machines Corporation),Technology ,2018,8553.6,10592.4,2732.4,14102,294005
IBM (International Business Machines Corporation),Technology ,2019,7869.312,10486.476,2459.16,14109,15505
IBM (International Business Machines Corporation),Technology ,2021,7633.23264,10067.01696,2434.5684,14147,180644
IBM (International Business Machines Corporation),Technology ,2022,7022.574029,9060.315264,2312.83998,14175,18046
Intel Corporation,Technology ,2016,9000,11000,2000,14192,10976
Intel Corporation,Technology ,2017,8370,10120,1940,14300,50448
Intel Corporation,Technology ,2018,7784.1,9715.2,1862.4,14320,28898
Intel Corporation,Technology ,2019,7628.418,9618.048,1676.16,14378,6005
Intel Corporation,Technology ,2021,6941.86038,8944.78464,1508.544,14383,17360
Intel Corporation,Technology ,2022,6664.185965,8050.306176,1402.94592,14402,19509
NVIDIA Corporation,Technology ,2016,18000,6000,3000,14442,11668
NVIDIA Corporation,Technology ,2017,17280,5700,2700,14539,18193
NVIDIA Corporation,Technology ,2018,16070.4,5415,2646,14608,37923
NVIDIA Corporation,Technology ,2019,15266.88,5198.4,2593.08,14664,6917
NVIDIA Corporation,Technology ,2021,13740.192,4782.528,2489.3568,14745,20762
NVIDIA Corporation,Technology ,2022,13327.98624,4399.92576,2439.569664,14863,7989
"Advanced Micro Devices, Inc.",Technology ,2016,15000,9000,2000,14884,33735
"Advanced Micro Devices, Inc.",Technology ,2017,13500,8910,1980,14906,49518
"Advanced Micro Devices, Inc.",Technology ,2018,13230,8464.5,1801.8,14931,9367
"Advanced Micro Devices, Inc.",Technology ,2019,12436.2,7618.05,1639.638,14954,23251
"Advanced Micro Devices, Inc.",Technology ,2021,11316.942,7160.967,1590.44886,15066,8131
"Advanced Micro Devices, Inc.",Technology ,2022,11203.77258,6444.8703,1431.403974,15146,17315
Qualcomm Incorporated,Technology ,2016,17000,5000,2000,15310,51724
Qualcomm Incorporated,Technology ,2017,16660,4800,1860,15455,42301
Qualcomm Incorporated,Technology ,2018,16493.4,4416,1692.6,15464,18174
Qualcomm Incorporated,Technology ,2019,16328.466,4151.04,1557.192,15524,30565
Qualcomm Incorporated,Technology ,2021,16001.89668,4068.0192,1510.47624,15561,7311
Qualcomm Incorporated,Technology ,2022,15361.82081,3661.21728,1434.952428,15693,28860
Broadcom Inc.,Technology ,2016,20000,6000,2000,16039,8276
Broadcom Inc.,Technology ,2017,18000,5940,1800,16222,50174
Broadcom Inc.,Technology ,2018,17460,5464.8,1638,16227,4071
Broadcom Inc.,Technology ,2019,16063.2,5246.208,1523.34,16383,14631
Broadcom Inc.,Technology ,2021,14617.512,5036.35968,1508.1066,16569,83806
Broadcom Inc.,Technology ,2022,13155.7608,4885.26889,1447.782336,16572,7151
Adobe Inc.,Technology ,2016,19000,6000,1000,16648,22684
Adobe Inc.,Technology ,2017,17670,5880,910,16652,44189
Adobe Inc.,Technology ,2018,16963.2,5762.4,855.4,16783,5717
Adobe Inc.,Technology ,2019,16454.304,5301.408,829.738,16829,17752
Adobe Inc.,Technology ,2021,15631.5888,4771.2672,804.84586,16865,10716
Adobe Inc.,Technology ,2022,14224.74581,4484.991168,732.4097326,16883,33648
Oracle Corporation,Technology ,2016,12944.51869,4305.591521,710.4374406,17098,77539
Oracle Corporation,Technology ,2017,8000,11000,3000,17129,9702
Oracle Corporation,Technology ,2018,7760,10780,2700,17258,21812
Oracle Corporation,Technology ,2019,7294.4,10241,2646,17290,10717
Oracle Corporation,Technology ,2021,7002.624,9831.36,2381.4,17380,44291
Oracle Corporation,Technology ,2022,6512.44032,8946.5376,2190.888,17450,15642
SAP SE,Technology ,2016,9000,6000,3000,17487,47730
SAP SE,Technology ,2017,8460,5760,2730,17593,15711
SAP SE,Technology ,2018,8375.4,5702.4,2702.7,17772,16649
SAP SE,Technology ,2019,7872.876,5303.232,2513.511,17817,27135
SAP SE,Technology ,2021,7479.2322,5144.13504,2438.10567,17901,13387
SAP SE,Technology ,2022,7030.478268,4784.045587,2243.057216,17983,13631
Dell Technologies Inc.,Technology ,2016,18000,8000,3000,18032,13148
Dell Technologies Inc.,Technology ,2017,17460,7760,2820,18289,12531
Dell Technologies Inc.,Technology ,2018,16412.4,6984,2650.8,18372,169369
Dell Technologies Inc.,Technology ,2019,15920.028,6704.64,2438.736,18450,24627
Dell Technologies Inc.,Technology ,2021,14805.62604,6436.4544,2243.63712,18479,34108
Dell Technologies Inc.,Technology ,2022,13769.23222,6178.996224,2131.455264,19146,39974
HP Inc.,Technology ,2016,17000,7000,3000,19204,35492
HP Inc.,Technology ,2017,16150,6580,2970,19392,11249
HP Inc.,Technology ,2018,14858,6514.2,2940.3,19461,12001
HP Inc.,Technology ,2019,14709.42,6123.348,2910.897,19519,3643
HP Inc.,Technology ,2021,13826.8548,5755.94712,2794.46112,19744,249870
HP Inc.,Technology ,2022,13273.78061,5295.47135,2766.516509,19796,22214
"Micron Technology, Inc.",Technology ,2016,19000,7000,3000,19810,37474
"Micron Technology, Inc.",Technology ,2017,17670,6580,2880,19974,19317
"Micron Technology, Inc.",Technology ,2018,17316.6,6448.4,2678.4,20156,8109
"Micron Technology, Inc.",Technology ,2019,16450.77,6125.98,2651.616,20173,14957
"Micron Technology, Inc.",Technology ,2021,14805.693,5942.2006,2519.0352,20419,6495
"Micron Technology, Inc.",Technology ,2022,14213.46528,5585.668564,2342.702736,20521,18970
