company_name,sector,year,s1,s2,s3,revenue__mil_$,production_volume_mil_units,type,services_provided,headquarters_location,net_zero_pledge_year,yearly_sum
Toyota Motor Corporation,"Consumer, Cyclical",2018,52616.2,37455.6,5989.2,18479,34108,Auto Manufacturer,"Automotive Manufacturing, Sales","Toyota City, Japan",2050,96060.99999999999
Toyota Motor Corporation,"Consumer, Cyclical",2019,47354.58,35957.376,5929.308,19146,39974,Auto Manufacturer,"Automotive Manufacturing, Sales","Toyota City, Japan",2050,89241.26400000001
Toyota Motor Corporation,"Consumer, Cyclical",2021,43566.2136,35597.80224,5395.67028,19204,35492,Auto Manufacturer,"Automotive Manufacturing, Sales","Toyota City, Japan",2050,84559.68612000001
Toyota Motor Corporation,"Consumer, Cyclical",2022,42694.88933,32749.97806,5179.843469,19392,11249,Auto Manufacturer,"Automotive Manufacturing, Sales","Toyota City, Japan",2050,80624.710859
Volkswagen Group,"Consumer, Cyclical",2016,51000.0,30000.0,11000.0,19461,12001,Auto Manufacturer,"Automotive Manufacturing, Sales","Wolfsburg, Germany",2040,92000.0
Volkswagen Group,"Consumer, Cyclical",2017,48960.0,29400.0,9900.0,19519,3643,Auto Manufacturer,"Automotive Manufacturing, Sales","Wolfsburg, Germany",2040,88260.0
Volkswagen Group,"Consumer, Cyclical",2018,46022.4,27930.0,8910.0,19744,249870,Auto Manufacturer,"Automotive Manufacturing, Sales","Wolfsburg, Germany",2040,82862.4
Volkswagen Group,"Consumer, Cyclical",2019,45101.952,25974.9,8197.2,19796,22214,Auto Manufacturer,"Automotive Manufacturing, Sales","Wolfsburg, Germany",2040,79274.052
Volkswagen Group,"Consumer, Cyclical",2021,44199.91296,25195.653,8033.256,19810,37474,Auto Manufacturer,"Automotive Manufacturing, Sales","Wolfsburg, Germany",2040,77428.82196
Volkswagen Group,"Consumer, Cyclical",2022,41105.91905,23683.91382,7631.5932,19974,19317,Auto Manufacturer,"Automotive Manufacturing, Sales","Wolfsburg, Germany",2040,72421.42607
"Tesla, Inc.","Consumer, Cyclical",2016,53000.0,31000.0,12000.0,20156,8109,Auto Manufacturer,"Electric Vehicles, Energy Products","Palo Alto, CA, USA",2040,96000.0
"Tesla, Inc.","Consumer, Cyclical",2017,48760.0,29450.0,11400.0,20173,14957,Auto Manufacturer,"Electric Vehicles, Energy Products","Palo Alto, CA, USA",2040,89610.0
"Tesla, Inc.","Consumer, Cyclical",2018,44371.6,28272.0,11058.0,20419,6495,Auto Manufacturer,"Electric Vehicles, Energy Products","Palo Alto, CA, USA",2040,83701.6
"Tesla, Inc.","Consumer, Cyclical",2019,43927.884,26292.96,10283.94,20521,18970,Auto Manufacturer,"Electric Vehicles, Energy Products","Palo Alto, CA, USA",2040,80504.784
"Tesla, Inc.","Consumer, Cyclical",2021,40852.93212,23663.664,9666.9036,20740,19067,Auto Manufacturer,"Electric Vehicles, Energy Products","Palo Alto, CA, USA",2040,74183.49972
"Tesla, Inc.","Consumer, Cyclical",2022,39627.34416,22007.20752,9376.896492,20822,7016,Auto Manufacturer,"Electric Vehicles, Energy Products","Palo Alto, CA, USA",2040,71011.448172
BMW AG,"Consumer, Cyclical",2016,61000.0,36000.0,13000.0,20864,16008,Auto Manufacturer,"Automotive Manufacturing, Sales","Munich, Germany",2050,110000.0
BMW AG,"Consumer, Cyclical",2017,56730.0,32760.0,12480.0,20972,4830,Auto Manufacturer,"Automotive Manufacturing, Sales","Munich, Germany",2050,101970.0
BMW AG,"Consumer, Cyclical",2018,55028.1,30139.2,12230.4,21077,23126,Auto Manufacturer,"Automotive Manufacturing, Sales","Munich, Germany",2050,97397.7
BMW AG,"Consumer, Cyclical",2019,53927.538,28330.848,11496.576,21184,5471,Auto Manufacturer,"Automotive Manufacturing, Sales","Munich, Germany",2050,93754.962
BMW AG,"Consumer, Cyclical",2021,49613.33496,28047.53952,11151.67872,21336,15047,Auto Manufacturer,"Automotive Manufacturing, Sales","Munich, Germany",2050,88812.5532
BMW AG,"Consumer, Cyclical",2022,46140.40151,27767.06412,10036.51085,21419,2953,Auto Manufacturer,"Automotive Manufacturing, Sales","Munich, Germany",2050,83943.97648000001
Daimler AG,"Consumer, Cyclical",2016,53000.0,33000.0,12000.0,21512,60899,Auto Manufacturer,"Automotive Manufacturing, Sales","Stuttgart, Germany",2040,98000.0
Daimler AG,"Consumer, Cyclical",2017,47700.0,30030.0,11880.0,21624,7760,Auto Manufacturer,"Automotive Manufacturing, Sales","Stuttgart, Germany",2040,89610.0
Daimler AG,"Consumer, Cyclical",2018,44838.0,27027.0,11761.2,21674,26932,Auto Manufacturer,"Automotive Manufacturing, Sales","Stuttgart, Germany",2040,83626.2
Daimler AG,"Consumer, Cyclical",2019,42147.72,26756.73,10937.916,21708,24639,Auto Manufacturer,"Automotive Manufacturing, Sales","Stuttgart, Germany",2040,79842.366
Daimler AG,"Consumer, Cyclical",2021,39618.8568,24081.057,10828.53684,21971,169051,Auto Manufacturer,"Automotive Manufacturing, Sales","Stuttgart, Germany",2040,74528.45064
Daimler AG,"Consumer, Cyclical",2022,36449.34826,23840.24643,9745.683156,22260,14475,Auto Manufacturer,"Automotive Manufacturing, Sales","Stuttgart, Germany",2040,70035.277846
"Honda Motor Co., Ltd.","Consumer, Cyclical",2016,70000.0,43000.0,14000.0,22307,18943,Auto Manufacturer,"Automotive Manufacturing, Sales","Tokyo, Japan",2030,127000.0
"Honda Motor Co., Ltd.","Consumer, Cyclical",2017,63000.0,41710.0,12880.0,22320,19299,Auto Manufacturer,"Automotive Manufacturing, Sales","Tokyo, Japan",2030,117590.0
"Honda Motor Co., Ltd.","Consumer, Cyclical",2018,59850.0,38373.2,12364.8,22376,7031,Auto Manufacturer,"Automotive Manufacturing, Sales","Tokyo, Japan",2030,110588.0
"Honda Motor Co., Ltd.","Consumer, Cyclical",2019,58653.0,35303.344,11622.912,22401,16469,Auto Manufacturer,"Automotive Manufacturing, Sales","Tokyo, Japan",2030,105579.256
"Honda Motor Co., Ltd.","Consumer, Cyclical",2021,53960.76,32832.10992,11157.99552,22408,4809,Auto Manufacturer,"Automotive Manufacturing, Sales","Tokyo, Japan",2030,97950.86544
"Honda Motor Co., Ltd.","Consumer, Cyclical",2022,53421.1524,29877.22003,11046.41556,22428,12993,Auto Manufacturer,"Automotive Manufacturing, Sales","Tokyo, Japan",2030,94344.78799
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2016,52000.0,38000.0,13000.0,22449,6950,Auto Manufacturer,"Automotive Manufacturing, Sales","Yokohama, Japan",2030,103000.0
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2017,48880.0,34580.0,12610.0,22589,6629,Auto Manufacturer,"Automotive Manufacturing, Sales","Yokohama, Japan",2030,96070.0
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2018,43992.0,33888.4,12231.7,22597,25345,Auto Manufacturer,"Automotive Manufacturing, Sales","Yokohama, Japan",2030,90112.09999999999
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2019,41352.48,31177.328,11008.53,22977,101342,Auto Manufacturer,"Automotive Manufacturing, Sales","Yokohama, Japan",2030,83538.338
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2021,39698.3808,28994.91504,10237.9329,23179,18815,Auto Manufacturer,"Automotive Manufacturing, Sales","Yokohama, Japan",2030,78931.22874
"Nissan Motor Co., Ltd.","Consumer, Cyclical",2022,35728.54272,28125.06759,10033.17424,23362,17665,Auto Manufacturer,"Automotive Manufacturing, Sales","Yokohama, Japan",2030,73886.78455
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2016,48000.0,35000.0,14000.0,23406,7220,Auto Manufacturer,"Automotive Manufacturing, Sales","Amsterdam, Netherlands",2040,97000.0
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2017,46080.0,32550.0,13300.0,23481,102478,Auto Manufacturer,"Automotive Manufacturing, Sales","Amsterdam, Netherlands",2040,91930.0
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2018,42854.4,30922.5,12502.0,23571,6771,Auto Manufacturer,"Automotive Manufacturing, Sales","Amsterdam, Netherlands",2040,86278.9
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2019,38568.96,29685.6,11251.8,23611,2276,Auto Manufacturer,"Automotive Manufacturing, Sales","Amsterdam, Netherlands",2040,79506.36
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2021,37797.5808,26717.04,10576.692,23757,41124,Auto Manufacturer,"Automotive Manufacturing, Sales","Amsterdam, Netherlands",2040,75091.3128
Fiat Chrysler Automobiles (FCA),"Consumer, Cyclical",2022,34017.82272,26449.8696,10153.62432,23838,5893,Auto Manufacturer,"Automotive Manufacturing, Sales","Amsterdam, Netherlands",2040,70621.31664
AT&T Inc.,Communications,2016,16000.0,8000.0,3000.0,23894,16193,Telecommunications,"Telecommunications, Media, Entertainment","Dallas, TX, USA",2050,27000.0
AT&T Inc.,Communications,2017,15680.0,7440.0,2850.0,24088,13149,Telecommunications,"Telecommunications, Media, Entertainment","Dallas, TX, USA",2050,25970.0
AT&T Inc.,Communications,2018,15052.8,6993.6,2707.5,24273,10677,Telecommunications,"Telecommunications, Media, Entertainment","Dallas, TX, USA",2050,24753.9
AT&T Inc.,Communications,2019,13999.104,6504.048,2680.425,24508,23347,Telecommunications,"Telecommunications, Media, Entertainment","Dallas, TX, USA",2050,23183.576999999997
AT&T Inc.,Communications,2021,12739.18464,5853.6432,2573.208,24578,5566,Telecommunications,"Telecommunications, Media, Entertainment","Dallas, TX, USA",2050,21166.035839999997
AT&T Inc.,Communications,2022,12484.40095,5502.424608,2521.74384,24658,3731,Telecommunications,"Telecommunications, Media, Entertainment","Dallas, TX, USA",2050,20508.569398
Verizon Communications Inc.,Communications,2016,25000.0,8000.0,3000.0,24977,5018,Telecommunications,"Telecommunications, Internet, TV","New York, NY, USA",2030,36000.0
Verizon Communications Inc.,Communications,2017,24500.0,7280.0,2700.0,25282,5289,Telecommunications,"Telecommunications, Internet, TV","New York, NY, USA",2030,34480.0
Verizon Communications Inc.,Communications,2018,24255.0,6843.2,2457.0,25331,14432,Telecommunications,"Telecommunications, Internet, TV","New York, NY, USA",2030,33555.2
Verizon Communications Inc.,Communications,2019,23527.35,6774.768,2260.44,25542,8320,Telecommunications,"Telecommunications, Internet, TV","New York, NY, USA",2030,32562.557999999997
Verizon Communications Inc.,Communications,2021,23056.803,6707.02032,2147.418,25600,70130,Telecommunications,"Telecommunications, Internet, TV","New York, NY, USA",2030,31911.24132
Verizon Communications Inc.,Communications,2022,22595.66694,6170.458694,2040.0471,25868,5027,Telecommunications,"Telecommunications, Internet, TV","New York, NY, USA",2030,30806.172734
Comcast Corporation,Communications,2016,20000.0,11000.0,2000.0,25939,3906,Telecommunications,"Cable TV, Internet, Media, Entertainment","Philadelphia, PA, USA",2040,33000.0
Comcast Corporation,Communications,2017,18200.0,10340.0,1980.0,26145,10816,Telecommunications,"Cable TV, Internet, Media, Entertainment","Philadelphia, PA, USA",2040,30520.0
Comcast Corporation,Communications,2018,17836.0,10236.6,1801.8,26509,46040,Telecommunications,"Cable TV, Internet, Media, Entertainment","Philadelphia, PA, USA",2040,29874.399999999998
Comcast Corporation,Communications,2019,17479.28,9724.77,1621.62,27325,18944,Telecommunications,"Cable TV, Internet, Media, Entertainment","Philadelphia, PA, USA",2040,28825.67
Comcast Corporation,Communications,2021,16605.316,9141.2838,1508.1066,27754,3692,Telecommunications,"Cable TV, Internet, Media, Entertainment","Philadelphia, PA, USA",2040,27254.706399999995
Comcast Corporation,Communications,2022,16107.15652,8775.632448,1357.29594,27812,3901,Telecommunications,"Cable TV, Internet, Media, Entertainment","Philadelphia, PA, USA",2040,26240.084908
"Charter Communications, Inc.",Communications,2016,16000.0,7000.0,2000.0,28917,13261,Telecommunications,"Cable TV, Internet, Phone Services","Stamford, CT, USA",2050,25000.0
"Charter Communications, Inc.",Communications,2017,15520.0,6510.0,1960.0,29135,29232,Telecommunications,"Cable TV, Internet, Phone Services","Stamford, CT, USA",2050,23990.0
"Charter Communications, Inc.",Communications,2018,14899.2,5989.2,1803.2,29176,17488,Telecommunications,"Cable TV, Internet, Phone Services","Stamford, CT, USA",2050,22691.600000000002
"Charter Communications, Inc.",Communications,2019,14750.208,5450.172,1713.04,29805,11918,Telecommunications,"Cable TV, Internet, Phone Services","Stamford, CT, USA",2050,21913.420000000002
"Charter Communications, Inc.",Communications,2021,13865.19552,5395.67028,1610.2576,31581,165733,Telecommunications,"Cable TV, Internet, Phone Services","Stamford, CT, USA",2050,20871.1234
"Charter Communications, Inc.",Communications,2022,13726.54356,5179.843469,1465.334416,31901,38830,Telecommunications,"Cable TV, Internet, Phone Services","Stamford, CT, USA",2050,20371.721445000003
"T-Mobile US, Inc.",Communications,2016,17000.0,8000.0,3000.0,31904,6589,Telecommunications,"Wireless Telecommunications, Mobile Services","Bellevue, WA, USA",2050,28000.0
"T-Mobile US, Inc.",Communications,2017,15300.0,7760.0,2880.0,32136,8140,Telecommunications,"Wireless Telecommunications, Mobile Services","Bellevue, WA, USA",2050,25940.0
"T-Mobile US, Inc.",Communications,2018,13923.0,7294.4,2592.0,32294,24639,Telecommunications,"Wireless Telecommunications, Mobile Services","Bellevue, WA, USA",2050,23809.4
"T-Mobile US, Inc.",Communications,2019,13366.08,7002.624,2384.64,32789,25408,Telecommunications,"Wireless Telecommunications, Mobile Services","Bellevue, WA, USA",2050,22753.343999999997
"T-Mobile US, Inc.",Communications,2021,13232.4192,6862.57152,2265.408,32897,54703,Telecommunications,"Wireless Telecommunications, Mobile Services","Bellevue, WA, USA",2050,22360.39872
"T-Mobile US, Inc.",Communications,2022,12438.47405,6793.945805,2038.8672,33266,26643,Telecommunications,"Wireless Telecommunications, Mobile Services","Bellevue, WA, USA",2050,21271.287055
Deutsche Telekom AG,Communications,2016,12065.31983,6318.369598,1936.92384,33669,10642,Telecommunications,"Telecommunications, IT Services","Bonn, Germany",2050,20320.613268
Deutsche Telekom AG,Communications,2017,22000.0,8000.0,3000.0,33766,5660,Telecommunications,"Telecommunications, IT Services","Bonn, Germany",2050,33000.0
Deutsche Telekom AG,Communications,2018,20020.0,7280.0,2970.0,33841,14805,Telecommunications,"Telecommunications, IT Services","Bonn, Germany",2050,30270.0
Deutsche Telekom AG,Communications,2019,19019.0,6697.6,2791.8,34438,7606,Telecommunications,"Telecommunications, IT Services","Bonn, Germany",2050,28508.399999999998
Deutsche Telekom AG,Communications,2021,17117.1,6027.84,2735.964,35617,16711,Telecommunications,"Telecommunications, IT Services","Bonn, Germany",2050,25880.904
Deutsche Telekom AG,Communications,2022,16774.758,5605.8912,2517.08688,36670,45680,Telecommunications,"Telecommunications, IT Services","Bonn, Germany",2050,24897.73608
Orange S.A.,Communications,2016,20000.0,11000.0,3000.0,36709,4178,Telecommunications,"Telecommunications, Mobile Services","Paris, France",2040,34000.0
Orange S.A.,Communications,2017,19400.0,10120.0,2820.0,36819,12843,Telecommunications,"Telecommunications, Mobile Services","Paris, France",2040,32340.0
Orange S.A.,Communications,2018,18624.0,9512.8,2650.8,36998,144988,Telecommunications,"Telecommunications, Mobile Services","Paris, France",2040,30787.6
Orange S.A.,Communications,2019,18065.28,9132.288,2438.736,37253,2511,Telecommunications,"Telecommunications, Mobile Services","Paris, France",2040,29636.304
Orange S.A.,Communications,2021,16258.752,8949.64224,2243.63712,37266,14127,Telecommunications,"Telecommunications, Mobile Services","Paris, France",2040,27452.03136
Orange S.A.,Communications,2022,15770.98944,8233.670861,2019.273408,38463,42802,Telecommunications,"Telecommunications, Mobile Services","Paris, France",2040,26023.933709
China Mobile Limited,Communications,2016,13000.0,7000.0,3000.0,39022,2518,Telecommunications,"Telecommunications, Mobile Services",Hong Kong,2040,23000.0
China Mobile Limited,Communications,2017,12480.0,6300.0,2700.0,39117,34952,Telecommunications,"Telecommunications, Mobile Services",Hong Kong,2040,21480.0
China Mobile Limited,Communications,2018,11980.8,5922.0,2565.0,39258,3810,Telecommunications,"Telecommunications, Mobile Services",Hong Kong,2040,20467.8
China Mobile Limited,Communications,2019,10782.72,5744.34,2334.15,39350,4864,Telecommunications,"Telecommunications, Mobile Services",Hong Kong,2040,18861.21
China Mobile Limited,Communications,2021,10243.584,5399.6796,2310.8085,39506,13717,Telecommunications,"Telecommunications, Mobile Services",Hong Kong,2040,17954.0721
China Mobile Limited,Communications,2022,10141.14816,4967.705232,2172.15999,40454,32586,Telecommunications,"Telecommunications, Mobile Services",Hong Kong,2040,17281.013382
Nippon Telegraph and Telephone Corporation (NTT),Communications,2016,16000.0,8000.0,2000.0,41717,2229,Telecommunications,"Telecommunications, IT Services","Tokyo, Japan",2040,26000.0
Nippon Telegraph and Telephone Corporation (NTT),Communications,2017,15040.0,7200.0,1840.0,42405,17439,Telecommunications,"Telecommunications, IT Services","Tokyo, Japan",2040,24080.0
Nippon Telegraph and Telephone Corporation (NTT),Communications,2018,14288.0,6984.0,1784.8,42951,13347,Telecommunications,"Telecommunications, IT Services","Tokyo, Japan",2040,23056.8
Nippon Telegraph and Telephone Corporation (NTT),Communications,2019,13859.36,6844.32,1749.104,43228,5594,Telecommunications,"Telecommunications, IT Services","Tokyo, Japan",2040,22452.784
Nippon Telegraph and Telephone Corporation (NTT),Communications,2021,12612.0176,6775.8768,1714.12192,43259,3250,Telecommunications,"Telecommunications, IT Services","Tokyo, Japan",2040,21102.01632
Nippon Telegraph and Telephone Corporation (NTT),Communications,2022,11729.17637,6708.118032,1662.698262,43638,10828,Telecommunications,"Telecommunications, IT Services","Tokyo, Japan",2040,20099.992664
Comcast NBCUniversal,Communications,2016,19000.0,8000.0,3000.0,43982,21076,Media,"Media, Entertainment, Cable TV, Film","Philadelphia, PA, USA",2040,30000.0
Comcast NBCUniversal,Communications,2017,18430.0,7440.0,2820.0,44117,2911,Media,"Media, Entertainment, Cable TV, Film","Philadelphia, PA, USA",2040,28690.0
Comcast NBCUniversal,Communications,2018,17692.8,7068.0,2622.6,44675,19635,Media,"Media, Entertainment, Cable TV, Film","Philadelphia, PA, USA",2040,27383.399999999998
Comcast NBCUniversal,Communications,2019,17162.016,6361.2,2543.922,45764,4997,Media,"Media, Entertainment, Cable TV, Film","Philadelphia, PA, USA",2040,26067.138
Comcast NBCUniversal,Communications,2021,15789.05472,6297.588,2289.5298,45768,10006,Media,"Media, Entertainment, Cable TV, Film","Philadelphia, PA, USA",2040,24376.17252
Comcast NBCUniversal,Communications,2022,14525.93034,5667.8292,2106.367416,46840,3092,Media,"Media, Entertainment, Cable TV, Film","Philadelphia, PA, USA",2040,22300.126956
The Walt Disney Company,Communications,2016,25000.0,11000.0,3000.0,47007,8670,Media,"Media, Entertainment, Theme Parks","Burbank, CA, USA",2030,39000.0
The Walt Disney Company,Communications,2017,23250.0,10780.0,2760.0,47020,6393,Media,"Media, Entertainment, Theme Parks","Burbank, CA, USA",2030,36790.0
The Walt Disney Company,Communications,2018,21157.5,10564.4,2566.8,49746,5489,Media,"Media, Entertainment, Theme Parks","Burbank, CA, USA",2030,34288.700000000004
The Walt Disney Company,Communications,2019,20311.2,10141.824,2387.124,51336,7354,Media,"Media, Entertainment, Theme Parks","Burbank, CA, USA",2030,32840.148
The Walt Disney Company,Communications,2021,19498.752,9736.15104,2220.02532,51750,7236,Media,"Media, Entertainment, Theme Parks","Burbank, CA, USA",2030,31454.92836
The Walt Disney Company,Communications,2022,17938.85184,9249.343488,2020.223041,51904,119873,Media,"Media, Entertainment, Theme Parks","Burbank, CA, USA",2030,29208.418369000003
"Netflix, Inc.",Communications,2016,23000.0,8000.0,3000.0,53800,8987,Media,"Streaming, Entertainment, Film, TV","Los Gatos, CA, USA",2050,34000.0
"Netflix, Inc.",Communications,2017,22080.0,7680.0,2820.0,53823,136828,Media,"Streaming, Entertainment, Film, TV","Los Gatos, CA, USA",2050,32580.0
"Netflix, Inc.",Communications,2018,21638.4,7065.6,2791.8,53922,7437,Media,"Streaming, Entertainment, Film, TV","Los Gatos, CA, USA",2050,31495.8
"Netflix, Inc.",Communications,2019,20556.48,6359.04,2680.128,54213,4431,Media,"Streaming, Entertainment, Film, TV","Los Gatos, CA, USA",2050,29595.648
"Netflix, Inc.",Communications,2021,20350.9152,5977.4976,2626.52544,58756,26837,Media,"Streaming, Entertainment, Film, TV","Los Gatos, CA, USA",2050,28954.93824
"Netflix, Inc.",Communications,2022,20147.40605,5738.397696,2495.199168,59812,6285,Media,"Streaming, Entertainment, Film, TV","Los Gatos, CA, USA",2050,28381.002914
ViacomCBS Inc.,Communications,2016,24000.0,9000.0,3000.0,60114,6283,Media,"Media, Entertainment, Broadcasting","New York, NY, USA",2050,36000.0
ViacomCBS Inc.,Communications,2017,21600.0,8280.0,2910.0,60535,126240,Media,"Media, Entertainment, Broadcasting","New York, NY, USA",2050,32790.0
ViacomCBS Inc.,Communications,2018,19872.0,7948.8,2764.5,64656,25054,Media,"Media, Entertainment, Broadcasting","New York, NY, USA",2050,30585.3
ViacomCBS Inc.,Communications,2019,18083.52,7392.384,2681.565,64807,6028,Media,"Media, Entertainment, Broadcasting","New York, NY, USA",2050,28157.469
ViacomCBS Inc.,Communications,2021,16817.6736,6653.1456,2440.22415,64888,21487,Media,"Media, Entertainment, Broadcasting","New York, NY, USA",2050,25911.04335
ViacomCBS Inc.,Communications,2022,15304.08298,6253.956864,2318.212943,67161,3832,Media,"Media, Entertainment, Broadcasting","New York, NY, USA",2050,23876.252786999998
News Corporation,Communications,2016,22000.0,9000.0,2000.0,67684,11348,Media,"Media, Publishing, News, Digital Services","New York, NY, USA",2030,33000.0
News Corporation,Communications,2017,19800.0,8910.0,1860.0,69570,6113,Media,"Media, Publishing, News, Digital Services","New York, NY, USA",2030,30570.0
News Corporation,Communications,2018,19404.0,8642.7,1804.2,69620,9610,Media,"Media, Publishing, News, Digital Services","New York, NY, USA",2030,29850.9
News Corporation,Communications,2019,19015.92,7951.284,1713.99,69693,13871,Media,"Media, Publishing, News, Digital Services","New York, NY, USA",2030,28681.194
News Corporation,Communications,2021,18065.124,7712.74548,1645.4304,70697,63138,Media,"Media, Publishing, News, Digital Services","New York, NY, USA",2030,27423.299880000002
News Corporation,Communications,2022,16619.91408,7172.853296,1546.704576,71965,26495,Media,"Media, Publishing, News, Digital Services","New York, NY, USA",2030,25339.471952
Sony Corporation,Communications,2016,10000.0,7000.0,3000.0,72148,16406,Media,"Media, Electronics, Entertainment","Tokyo, Japan",2040,20000.0
Sony Corporation,Communications,2017,9400.0,6370.0,2730.0,74094,227259,Media,"Media, Electronics, Entertainment","Tokyo, Japan",2040,18500.0
Sony Corporation,Communications,2018,8648.0,5987.8,2620.8,74639,94493,Media,"Media, Electronics, Entertainment","Tokyo, Japan",2040,17256.6
Sony Corporation,Communications,2019,7956.16,5628.532,2358.72,75125,6645,Media,"Media, Electronics, Entertainment","Tokyo, Japan",2040,15943.411999999998
Sony Corporation,Communications,2021,7717.4752,5178.24944,2122.848,76559,21782,Media,"Media, Electronics, Entertainment","Tokyo, Japan",2040,15018.57264
Sony Corporation,Communications,2022,7331.60144,5074.684451,2080.39104,77046,3693,Media,"Media, Electronics, Entertainment","Tokyo, Japan",2040,14486.676931
Time Warner (now part of WarnerMedia),Communications,2016,22000.0,7000.0,3000.0,77147,19845,Media,"Media, Entertainment, Cable TV","New York, NY, USA",2030,32000.0
Time Warner (now part of WarnerMedia),Communications,2017,21120.0,6370.0,2790.0,78112,2820,Media,"Media, Entertainment, Cable TV","New York, NY, USA",2030,30280.0
Time Warner (now part of WarnerMedia),Communications,2018,19219.2,5860.4,2594.7,79395,18107,Media,"Media, Entertainment, Cable TV","New York, NY, USA",2030,27674.3
Time Warner (now part of WarnerMedia),Communications,2019,19027.008,5567.38,2490.912,82059,4711,Media,"Media, Entertainment, Cable TV","New York, NY, USA",2030,27085.300000000003
Time Warner (now part of WarnerMedia),Communications,2021,18456.19776,5344.6848,2366.3664,92154,4591,Media,"Media, Entertainment, Cable TV","New York, NY, USA",2030,26167.248959999997
Time Warner (now part of WarnerMedia),Communications,2022,17717.94985,5184.344256,2224.384416,95214,3430,Media,"Media, Entertainment, Cable TV","New York, NY, USA",2030,25126.678522000002
Exxon Mobil Corporation,Energy,2016,228000.0,64000.0,14000.0,102729,5943,Oil and Gas,"Oil and Gas Exploration, Production","Irving, TX, USA",2030,306000.0
Exxon Mobil Corporation,Energy,2017,207480.0,58880.0,13020.0,103449,9476,Oil and Gas,"Oil and Gas Exploration, Production","Irving, TX, USA",2030,279380.0
Exxon Mobil Corporation,Energy,2018,186732.0,55347.2,12759.6,103915,3330,Oil and Gas,"Oil and Gas Exploration, Production","Irving, TX, USA",2030,254838.80000000002
Exxon Mobil Corporation,Energy,2019,168058.8,51472.896,11994.024,104213,11545,Oil and Gas,"Oil and Gas Exploration, Production","Irving, TX, USA",2030,231525.72
Exxon Mobil Corporation,Energy,2021,166378.212,50958.16704,11514.26304,108942,2700,Oil and Gas,"Oil and Gas Exploration, Production","Irving, TX, USA",2030,228850.64208
Exxon Mobil Corporation,Energy,2022,153067.955,50448.58537,11168.83515,109559,5116,Oil and Gas,"Oil and Gas Exploration, Production","Irving, TX, USA",2030,214685.37552
Chevron Corporation,Energy,2016,140000.0,123000.0,14000.0,110225,6040,Oil and Gas,"Oil and Gas Exploration, Production","San Ramon, CA, USA",2050,277000.0
Chevron Corporation,Energy,2017,131600.0,113160.0,13020.0,113589,11519,Oil and Gas,"Oil and Gas Exploration, Production","San Ramon, CA, USA",2050,257780.0
Chevron Corporation,Energy,2018,118440.0,101844.0,11978.4,120304,7290,Oil and Gas,"Oil and Gas Exploration, Production","San Ramon, CA, USA",2050,232262.4
Chevron Corporation,Energy,2019,107780.4,95733.36,11499.264,122286,8741,Oil and Gas,"Oil and Gas Exploration, Production","San Ramon, CA, USA",2050,215013.024
Chevron Corporation,Energy,2021,102391.38,93818.6928,11384.27136,124813,4715,Oil and Gas,"Oil and Gas Exploration, Production","San Ramon, CA, USA",2050,207594.34416000004
Chevron Corporation,Energy,2022,96247.8972,91004.13202,10928.90051,125843,3231,Oil and Gas,"Oil and Gas Exploration, Production","San Ramon, CA, USA",2050,198180.92973000003
Royal Dutch Shell plc,Energy,2016,190000.0,107000.0,14000.0,131868,9188,Oil and Gas,"Oil and Gas Exploration, Production","The Hague, Netherlands",2050,311000.0
Royal Dutch Shell plc,Energy,2017,184300.0,101650.0,13020.0,136866,2311,Oil and Gas,"Oil and Gas Exploration, Production","The Hague, Netherlands",2050,298970.0
Royal Dutch Shell plc,Energy,2018,169556.0,94534.5,11848.2,137237,9336,Oil and Gas,"Oil and Gas Exploration, Production","The Hague, Netherlands",2050,275938.7
Royal Dutch Shell plc,Energy,2019,154295.96,93589.155,11255.79,142422,9773,Oil and Gas,"Oil and Gas Exploration, Production","The Hague, Netherlands",2050,259140.905
Royal Dutch Shell plc,Energy,2021,140409.3236,92653.26345,10467.8847,145534,6877,Oil and Gas,"Oil and Gas Exploration, Production","The Hague, Netherlands",2050,243530.47175
Royal Dutch Shell plc,Energy,2022,131984.7642,88947.13291,9944.490465,146516,43786,Oil and Gas,"Oil and Gas Exploration, Production","The Hague, Netherlands",2050,230876.38757500003
BP plc,Energy,2016,222000.0,61000.0,14000.0,152703,21393,Oil and Gas,"Oil and Gas Exploration, Production","London, UK",2050,297000.0
BP plc,Energy,2017,199800.0,57950.0,12880.0,153566,28933,Oil and Gas,"Oil and Gas Exploration, Production","London, UK",2050,270630.0
BP plc,Energy,2018,189810.0,56211.5,11720.8,155900,4054,Oil and Gas,"Oil and Gas Exploration, Production","London, UK",2050,257742.3
BP plc,Energy,2019,174625.2,51714.58,11486.384,161857,7543,Oil and Gas,"Oil and Gas Exploration, Production","London, UK",2050,237826.16400000002
